heterozyosity * PROB_OF_REFERENCE_ERROR,INFIX_EXPRESSION, line no: 210,PROB_OF_REFERENCE_ERROR,SIMPLE_NAME, line no: 24, 0.5897435897435898, 0.014705882352941176, 1.0, 0.5897435897435898
PROB_OF_REFERENCE_ERROR,SIMPLE_NAME, line no: 210,heterozyosity * PROB_OF_REFERENCE_ERROR,INFIX_EXPRESSION, line no: 210, 0.5854388920082351, 0.9927007299270073, 1.0, 0.5897435897435898
heterozyosity,SIMPLE_NAME, line no: 210,heterozygosity2HetProbability,SIMPLE_NAME, line no: 141, 0.4450037754845205, 0.23357664233576642, 1.0, 0.4482758620689655
heterozyosity,SIMPLE_NAME, line no: 210,heterozygosity2HomRefProbability,SIMPLE_NAME, line no: 140, 0.4032846715328467, 0.23357664233576642, 1.0, 0.40625
heterozyosity,SIMPLE_NAME, line no: 210,heterozygosity2HomVarProbability,SIMPLE_NAME, line no: 142, 0.4032846715328467, 0.23357664233576642, 1.0, 0.40625
heterozyosity * PROB_OF_REFERENCE_ERROR,INFIX_EXPRESSION, line no: 210,heterozygosity2HomRefProbability,SIMPLE_NAME, line no: 140, 0.3563348416289593, 0.23529411764705882, 1.0, 0.358974358974359
heterozyosity * PROB_OF_REFERENCE_ERROR,INFIX_EXPRESSION, line no: 210,heterozygosity2HetProbability,SIMPLE_NAME, line no: 141, 0.3563348416289593, 0.23529411764705882, 1.0, 0.358974358974359
heterozyosity * PROB_OF_REFERENCE_ERROR,INFIX_EXPRESSION, line no: 210,heterozygosity2HomVarProbability,SIMPLE_NAME, line no: 142, 0.3563348416289593, 0.23529411764705882, 1.0, 0.358974358974359
heterozyosity * PROB_OF_REFERENCE_ERROR,INFIX_EXPRESSION, line no: 210,heterozyosity,SIMPLE_NAME, line no: 205, 0.3333333333333333, 0.007352941176470588, 1.0, 0.3333333333333333
heterozyosity,SIMPLE_NAME, line no: 210,heterozyosity * PROB_OF_REFERENCE_ERROR,INFIX_EXPRESSION, line no: 210, 0.3309002433090024, 0.9927007299270073, 1.0, 0.3333333333333333
pTriStateGenotype,SIMPLE_NAME, line no: 210,heterozyosity,SIMPLE_NAME, line no: 205, 0.29411764705882354, 0.007352941176470588, 1.0, 0.29411764705882354
heterozyosity,SIMPLE_NAME, line no: 210,pTriStateGenotype,SIMPLE_NAME, line no: 210, 0.29197080291970806, 0.9927007299270073, 1.0, 0.29411764705882354
heterozyosity,SIMPLE_NAME, line no: 210,heterozygosity2HetProbability(heterozyosity),METHOD_INVOCATION, line no: 216, 0.29114134041141343, 0.9854014598540146, 1.0, 0.29545454545454547
heterozyosity,SIMPLE_NAME, line no: 210,heterozygosity2HomRefProbability(heterozyosity),METHOD_INVOCATION, line no: 215, 0.2725578505979189, 0.9854014598540146, 1.0, 0.2765957446808511
heterozyosity,SIMPLE_NAME, line no: 210,heterozygosity2HomVarProbability(heterozyosity),METHOD_INVOCATION, line no: 217, 0.2725578505979189, 0.9854014598540146, 1.0, 0.2765957446808511
pTriStateGenotype,SIMPLE_NAME, line no: 210,heterozygosity2HetProbability,SIMPLE_NAME, line no: 141, 0.2413793103448276, 0.23529411764705882, 1.0, 0.2413793103448276
heterozyosity,SIMPLE_NAME, line no: 210,pRefError,SIMPLE_NAME, line no: 205, 0.22571588994946662, 0.0072992700729927005, 1.0, 0.23076923076923078
pTriStateGenotype,SIMPLE_NAME, line no: 210,heterozygosity2HetProbability(heterozyosity),METHOD_INVOCATION, line no: 216, 0.22560160427807485, 0.9926470588235294, 1.0, 0.22727272727272727
pTriStateGenotype,SIMPLE_NAME, line no: 210,heterozygosity2HomRefProbability,SIMPLE_NAME, line no: 140, 0.21875, 0.23529411764705882, 1.0, 0.21875
pTriStateGenotype,SIMPLE_NAME, line no: 210,heterozygosity2HomVarProbability,SIMPLE_NAME, line no: 142, 0.21875, 0.23529411764705882, 1.0, 0.21875
pTriStateGenotype,SIMPLE_NAME, line no: 210,heterozygosity2HomRefProbability(heterozyosity),METHOD_INVOCATION, line no: 215, 0.21120150187734668, 0.9926470588235294, 1.0, 0.2127659574468085
pTriStateGenotype,SIMPLE_NAME, line no: 210,heterozygosity2HomVarProbability(heterozyosity),METHOD_INVOCATION, line no: 217, 0.21120150187734668, 0.9926470588235294, 1.0, 0.2127659574468085
pTriStateGenotype,SIMPLE_NAME, line no: 210,pHomRef + pHet + pHomVar,INFIX_EXPRESSION, line no: 219, 0.2037377450980392, 0.9779411764705882, 1.0, 0.20833333333333334
pTriStateGenotype,SIMPLE_NAME, line no: 210,(pHomRef + pHet + pHomVar),PARENTHESIZED_EXPRESSION, line no: 219, 0.1880656108597285, 0.9779411764705882, 1.0, 0.19230769230769232
pTriStateGenotype,SIMPLE_NAME, line no: 210,priorHomRef,SIMPLE_NAME, line no: 255, 0.1794982698961938, 0.007352941176470588, 1.0, 0.29411764705882354
pTriStateGenotype,SIMPLE_NAME, line no: 210,priorHet,SIMPLE_NAME, line no: 255, 0.1794982698961938, 0.007352941176470588, 1.0, 0.29411764705882354
pTriStateGenotype,SIMPLE_NAME, line no: 210,pHomRef,SIMPLE_NAME, line no: 215, 0.17647058823529413, 1.0, 1.0, 0.17647058823529413
pTriStateGenotype,SIMPLE_NAME, line no: 210,pHet,SIMPLE_NAME, line no: 216, 0.17647058823529413, 1.0, 1.0, 0.17647058823529413
pTriStateGenotype,SIMPLE_NAME, line no: 210,pRefError,SIMPLE_NAME, line no: 205, 0.17387543252595158, 0.007352941176470588, 1.0, 0.17647058823529413
